source	target	TF_EntrezID	TF_Ensembl_ID	target_EntrezID	Paper
GABPA	ERP29	NA	NA	NA	NA
GABPA	RPL6	NA	NA	NA	NA
GABPA	CCT5	NA	NA	NA	NA
GABPA	TMED7-TICAM2	NA	NA	NA	NA
GABPA	TMED7	NA	NA	NA	NA
GABPA	HINT1	NA	NA	NA	NA
GABPA	HSPA4	NA	NA	NA	NA
GABPA	RPS14	NA	NA	NA	NA
GABPA	ERGIC1	NA	NA	NA	NA
GABPA	SFXN1	NA	NA	NA	NA
GABPA	LMAN2	NA	NA	NA	NA
GABPA	CANX	NA	NA	NA	NA
GABPA	CNDP2	NA	NA	NA	NA
GABPA	YWHAE	NA	NA	NA	NA
GABPA	PFN1	NA	NA	NA	NA
GABPA	ENO3	NA	NA	NA	NA
GABPA	TXNDC17	NA	NA	NA	NA
GABPA	EIF4A1	NA	NA	NA	NA
GABPA	RPL26	NA	NA	NA	NA
GABPA	POLDIP2	NA	NA	NA	NA
GABPA	PSMD11	NA	NA	NA	NA
GABPA	RPL19	NA	NA	NA	NA
GABPA	ACLY	NA	NA	NA	NA
GABPA	RAB5C	NA	NA	NA	NA
GABPA	RPL27	NA	NA	NA	NA
GABPA	LRRC59	NA	NA	NA	NA
GABPA	NME2	NA	NA	NA	NA
GABPA	CLTC	NA	NA	NA	NA
GABPA	PSMC5	NA	NA	NA	NA
GABPA	RPL38	NA	NA	NA	NA
GABPA	ACOX1	NA	NA	NA	NA
GABPA	P4HB	NA	NA	NA	NA
GABPA	ARHGDIA	NA	NA	NA	NA
GABPA	RPL32	NA	NA	NA	NA
GABPA	PDCD6IP	NA	NA	NA	NA
GABPA	RPSA	NA	NA	NA	NA
GABPA	RPL29	NA	NA	NA	NA
GABPA	RPL24	NA	NA	NA	NA
GABPA	ATP6V1A	NA	NA	NA	NA
GABPA	SEC61A1	NA	NA	NA	NA
GABPA	RPN1	NA	NA	NA	NA
GABPA	COPG1	NA	NA	NA	NA
GABPA	PSMD2	NA	NA	NA	NA
GABPA	EHHADH	NA	NA	NA	NA
GABPA	TFRC	NA	NA	NA	NA
GABPA	LRRC47	NA	NA	NA	NA
GABPA	PARK7	NA	NA	NA	NA
GABPA	ENO1	NA	NA	NA	NA
GABPA	SRM	NA	NA	NA	NA
GABPA	SDHB	NA	NA	NA	NA
GABPA	DDOST	NA	NA	NA	NA
GABPA	HNRNPR	NA	NA	NA	NA
GABPA	RPL11	NA	NA	NA	NA
GABPA	NUDC	NA	NA	NA	NA
GABPA	EIF3I	NA	NA	NA	NA
GABPA	CAP1	NA	NA	NA	NA
GABPA	AKR1A1	NA	NA	NA	NA
GABPA	CPT2	NA	NA	NA	NA
GABPA	SERBP1	NA	NA	NA	NA
GABPA	AGL	NA	NA	NA	NA
GABPA	PSMA5	NA	NA	NA	NA
GABPA	SEC22B	NA	NA	NA	NA
GABPA	PSMB4	NA	NA	NA	NA
GABPA	S100A11	NA	NA	NA	NA
GABPA	RPS27	NA	NA	NA	NA
GABPA	TPM3	NA	NA	NA	NA
GABPA	HDGF	NA	NA	NA	NA
GABPA	COPA	NA	NA	NA	NA
GABPA	ALDH9A1	NA	NA	NA	NA
GABPA	HNRNPU	NA	NA	NA	NA
GABPA	TUBB	NA	NA	NA	NA
GABPA	HSD17B8	NA	NA	NA	NA
GABPA	RPS18	NA	NA	NA	NA
GABPA	SYNCRIP	NA	NA	NA	NA
GABPA	SOD2	NA	NA	NA	NA
GABPA	ACAT2	NA	NA	NA	NA
GABPA	TCP1	NA	NA	NA	NA
GABPA	PSMB1	NA	NA	NA	NA
GABPA	MDH2	NA	NA	NA	NA
GABPA	PMPCB	NA	NA	NA	NA
GABPA	PSMC2	NA	NA	NA	NA
GABPA	SND1	NA	NA	NA	NA
GABPA	SSBP1	NA	NA	NA	NA
GABPA	PDIA4	NA	NA	NA	NA
GABPA	RPS6	NA	NA	NA	NA
GABPA	TLN1	NA	NA	NA	NA
GABPA	ERP44	NA	NA	NA	NA
GABPA	RAB14	NA	NA	NA	NA
GABPA	STOM	NA	NA	NA	NA
GABPA	PSMB7	NA	NA	NA	NA
GABPA	RPL35	NA	NA	NA	NA
GABPA	HSPA5	NA	NA	NA	NA
GABPA	RPL12	NA	NA	NA	NA
GABPA	RPL7A	NA	NA	NA	NA
GABPA	PMPCA	NA	NA	NA	NA
GABPA	TUBB4B	NA	NA	NA	NA
GABPA	TPM1	NA	NA	NA	NA
GABPA	PKM	NA	NA	NA	NA
GABPA	VCP	NA	NA	NA	NA
GABPA	TXN	NA	NA	NA	NA
GABPA	GSN	NA	NA	NA	NA
GABPA	CCT6A	NA	NA	NA	NA
GABPA	HSPB1	NA	NA	NA	NA
GABPA	ARPC1B	NA	NA	NA	NA
GABPA	GSTK1	NA	NA	NA	NA
GABPA	CBR1	NA	NA	NA	NA
GABPA	PFKL	NA	NA	NA	NA
GABPA	RPL23A	NA	NA	NA	NA
GABPA	PIPOX	NA	NA	NA	NA
GABPA	RPL23	NA	NA	NA	NA
GABPA	LASP1	NA	NA	NA	NA
GABPA	NME1-NME2	NA	NA	NA	NA
GABPA	PRKAR1A	NA	NA	NA	NA
GABPA	FASN	NA	NA	NA	NA
GABPA	LAP3	NA	NA	NA	NA
GABPA	PDLIM5	NA	NA	NA	NA
GABPA	ETFDH	NA	NA	NA	NA
GABPA	GAPDH	NA	NA	NA	NA
GABPA	TUBA1B	NA	NA	NA	NA
GABPA	GPD1	NA	NA	NA	NA
GABPA	KRT7	NA	NA	NA	NA
GABPA	KRT18	NA	NA	NA	NA
GABPA	KRT8	NA	NA	NA	NA
GABPA	HNRNPA1	NA	NA	NA	NA
GABPA	MYL6	NA	NA	NA	NA
GABPA	SLC25A3	NA	NA	NA	NA
GABPA	RPLP0	NA	NA	NA	NA
GABPA	PRDX2	NA	NA	NA	NA
GABPA	DNAJB1	NA	NA	NA	NA
GABPA	TPM4	NA	NA	NA	NA
GABPA	ECH1	NA	NA	NA	NA
GABPA	ETFB	NA	NA	NA	NA
GABPA	TXNDC5	NA	NA	NA	NA
GABPA	SRSF3	NA	NA	NA	NA
GABPA	RPS12	NA	NA	NA	NA
GABPA	AGMAT	NA	NA	NA	NA
GABPA	CAPZB	NA	NA	NA	NA
GABPA	AK2	NA	NA	NA	NA
GABPA	CMPK1	NA	NA	NA	NA
GABPA	SCP2	NA	NA	NA	NA
GABPA	S100A10	NA	NA	NA	NA
GABPA	S100A6	NA	NA	NA	NA
GABPA	ACAA1	NA	NA	NA	NA
GABPA	GPX1	NA	NA	NA	NA
GABPA	TKT	NA	NA	NA	NA
GABPA	PDIA5	NA	NA	NA	NA
GABPA	COPB2	NA	NA	NA	NA
GABPA	EIF4G1	NA	NA	NA	NA
GABPA	NIPSNAP1	NA	NA	NA	NA
GABPA	PCCA	NA	NA	NA	NA
GABPA	DPYSL2	NA	NA	NA	NA
GABPA	NDRG1	NA	NA	NA	NA
GABPA	PCK2	NA	NA	NA	NA
GABPA	MTHFD1	NA	NA	NA	NA
GABPA	ACTN1	NA	NA	NA	NA
GABPA	HSP90AA1	NA	NA	NA	NA
GABPA	INF2	NA	NA	NA	NA
GABPA	AHCY	NA	NA	NA	NA
GABPA	TGM2	NA	NA	NA	NA
GABPA	CTSZ	NA	NA	NA	NA
GABPA	NNT	NA	NA	NA	NA
GABPA	HSD17B4	NA	NA	NA	NA
GABPA	ALDH7A1	NA	NA	NA	NA
GABPA	LMNB1	NA	NA	NA	NA
GABPA	VDAC1	NA	NA	NA	NA
GABPA	HSPA9	NA	NA	NA	NA
GABPA	MATR3	NA	NA	NA	NA
GABPA	ITGB1	NA	NA	NA	NA
GABPA	ANXA11	NA	NA	NA	NA
GABPA	EIF3A	NA	NA	NA	NA
GABPA	MAT2A	NA	NA	NA	NA
GABPA	IMMT	NA	NA	NA	NA
GABPA	HNRNPA3	NA	NA	NA	NA
GABPA	NCL	NA	NA	NA	NA
GABPA	STIP1	NA	NA	NA	NA
GABPA	PC	NA	NA	NA	NA
GABPA	CPT1A	NA	NA	NA	NA
GABPA	C11orf54	NA	NA	NA	NA
GABPA	HYOU1	NA	NA	NA	NA
GABPA	FLNA	NA	NA	NA	NA
GABPA	RPL10	NA	NA	NA	NA
GABPA	SHMT2	NA	NA	NA	NA
GABPA	PAH	NA	NA	NA	NA
GABPA	TXNRD1	NA	NA	NA	NA
GABPA	RAN	NA	NA	NA	NA
GABPA	KHSRP	NA	NA	NA	NA
GABPA	C3	NA	NA	NA	NA
GABPA	HSP90AB1	NA	NA	NA	NA
GABPA	EZR	NA	NA	NA	NA
GABPA	PSMA7	NA	NA	NA	NA
GABPA	GLDC	NA	NA	NA	NA
GABPA	TJP2	NA	NA	NA	NA
GABPA	SARDH	NA	NA	NA	NA
GABPA	GFPT1	NA	NA	NA	NA
GABPA	TUBA4A	NA	NA	NA	NA
GABPA	LRRFIP1	NA	NA	NA	NA
GABPA	POR	NA	NA	NA	NA
GABPA	SLC25A13	NA	NA	NA	NA
GABPA	RPL7	NA	NA	NA	NA
GABPA	NAPRT	NA	NA	NA	NA
GABPA	EEF1D	NA	NA	NA	NA
GABPA	PLEC	NA	NA	NA	NA
GABPA	ACAA2	NA	NA	NA	NA
GABPA	RPS2	NA	NA	NA	NA
GABPA	PPL	NA	NA	NA	NA
GABPA	RPL13	NA	NA	NA	NA
GABPA	MCCC2	NA	NA	NA	NA
GABPA	CLTB	NA	NA	NA	NA
GABPA	SQSTM1	NA	NA	NA	NA
GABPA	ACADVL	NA	NA	NA	NA
GABPA	SLC9A3R1	NA	NA	NA	NA
GABPA	GALK1	NA	NA	NA	NA
GABPA	DCXR	NA	NA	NA	NA
GABPA	RPL22	NA	NA	NA	NA
GABPA	H6PD	NA	NA	NA	NA
GABPA	SFPQ	NA	NA	NA	NA
GABPA	ECHDC2	NA	NA	NA	NA
GABPA	PGM1	NA	NA	NA	NA
GABPA	LMNA	NA	NA	NA	NA
GABPA	TAGLN2	NA	NA	NA	NA
GABPA	LAD1	NA	NA	NA	NA
GABPA	FH	NA	NA	NA	NA
GABPA	RPL15	NA	NA	NA	NA
GABPA	IMPDH2	NA	NA	NA	NA
GABPA	ACY1	NA	NA	NA	NA
GABPA	SUCLG2	NA	NA	NA	NA
GABPA	PDLIM1	NA	NA	NA	NA
GABPA	ANP32A	NA	NA	NA	NA
GABPA	ANPEP	NA	NA	NA	NA
GABPA	RPS23	NA	NA	NA	NA
GABPA	FKBP4	NA	NA	NA	NA
GABPA	A2M	NA	NA	NA	NA
GABPA	RPS26	NA	NA	NA	NA
GABPA	LRP1	NA	NA	NA	NA
GABPA	QPRT	NA	NA	NA	NA
GABPA	CAPG	NA	NA	NA	NA
GABPA	ACTR3	NA	NA	NA	NA
GABPA	AGXT	NA	NA	NA	NA
GABPA	CCT8	NA	NA	NA	NA
GABPA	EEF2	NA	NA	NA	NA
GABPA	PABPC1	NA	NA	NA	NA
GABPA	CLIC1	NA	NA	NA	NA
GABPA	TYMP	NA	NA	NA	NA
GABPA	CCT3	NA	NA	NA	NA
GABPA	PAPSS2	NA	NA	NA	NA
GABPA	GSTO1	NA	NA	NA	NA
GABPA	NDUFV1	NA	NA	NA	NA
GABPA	STT3A	NA	NA	NA	NA
GABPA	YWHAQ	NA	NA	NA	NA
GABPA	RAB10	NA	NA	NA	NA
GABPA	UGP2	NA	NA	NA	NA
GABPA	SUCLG1	NA	NA	NA	NA
GABPA	VIL1	NA	NA	NA	NA
GABPA	ALDOC	NA	NA	NA	NA
GABPA	PSMD3	NA	NA	NA	NA
GABPA	KPNB1	NA	NA	NA	NA
GABPA	COX5A	NA	NA	NA	NA
GABPA	ETFA	NA	NA	NA	NA
GABPA	PSMA4	NA	NA	NA	NA
GABPA	GPI	NA	NA	NA	NA
GABPA	ACTN4	NA	NA	NA	NA
GABPA	FTL	NA	NA	NA	NA
GABPA	RPS9	NA	NA	NA	NA
GABPA	HNRNPH3	NA	NA	NA	NA
GABPA	PBLD	NA	NA	NA	NA
GABPA	PSAP	NA	NA	NA	NA
GABPA	VDAC2	NA	NA	NA	NA
GABPA	GLUD1	NA	NA	NA	NA
GABPA	ECHS1	NA	NA	NA	NA
GABPA	CS	NA	NA	NA	NA
GABPA	ATP2A2	NA	NA	NA	NA
GABPA	SLC25A1	NA	NA	NA	NA
GABPA	TST	NA	NA	NA	NA
GABPA	MPST	NA	NA	NA	NA
GABPA	LGALS1	NA	NA	NA	NA
GABPA	XRCC6	NA	NA	NA	NA
GABPA	FLNB	NA	NA	NA	NA
GABPA	EIF4A2	NA	NA	NA	NA
GABPA	BDH1	NA	NA	NA	NA
GABPA	TUBB2A	NA	NA	NA	NA
GABPA	ECI2	NA	NA	NA	NA
GABPA	ALDH5A1	NA	NA	NA	NA
GABPA	DYNC1H1	NA	NA	NA	NA
GABPA	TALDO1	NA	NA	NA	NA
GABPA	SSR4	NA	NA	NA	NA
GABPA	DECR2	NA	NA	NA	NA
GABPA	TRAP1	NA	NA	NA	NA
GABPA	ABAT	NA	NA	NA	NA
GABPA	MVP	NA	NA	NA	NA
GABPA	GOT2	NA	NA	NA	NA
GABPA	CYCS	NA	NA	NA	NA
GABPA	HNRNPA2B1	NA	NA	NA	NA
GABPA	OGDH	NA	NA	NA	NA
GABPA	PPIA	NA	NA	NA	NA
GABPA	ASL	NA	NA	NA	NA
GABPA	ZYX	NA	NA	NA	NA
GABPA	GNB1	NA	NA	NA	NA
GABPA	HMGCL	NA	NA	NA	NA
GABPA	SFN	NA	NA	NA	NA
GABPA	ACADM	NA	NA	NA	NA
GABPA	ATP1A1	NA	NA	NA	NA
GABPA	PKLR	NA	NA	NA	NA
GABPA	APOA2	NA	NA	NA	NA
GABPA	PRDX6	NA	NA	NA	NA
GABPA	PARP1	NA	NA	NA	NA
GABPA	ACTN2	NA	NA	NA	NA
GABPA	RPL9	NA	NA	NA	NA
GABPA	USO1	NA	NA	NA	NA
GABPA	AIMP1	NA	NA	NA	NA
GABPA	ACSL1	NA	NA	NA	NA
GABPA	NSFL1C	NA	NA	NA	NA
GABPA	PLIN2	NA	NA	NA	NA
GABPA	ALDH1B1	NA	NA	NA	NA
GABPA	HNRNPK	NA	NA	NA	NA
GABPA	SPTAN1	NA	NA	NA	NA
GABPA	CTSB	NA	NA	NA	NA
GABPA	NADK2	NA	NA	NA	NA
GABPA	HMGCS1	NA	NA	NA	NA
GABPA	CAST	NA	NA	NA	NA
GABPA	CTNNA1	NA	NA	NA	NA
GABPA	NPM1	NA	NA	NA	NA
GABPA	HNRNPAB	NA	NA	NA	NA
GABPA	LDHA	NA	NA	NA	NA
GABPA	ALDH3A2	NA	NA	NA	NA
GABPA	EIF4A3	NA	NA	NA	NA
GABPA	CRYZ	NA	NA	NA	NA
GABPA	PHGDH	NA	NA	NA	NA
GABPA	PLS3	NA	NA	NA	NA
GABPA	CCT4	NA	NA	NA	NA
GABPA	PTGES3	NA	NA	NA	NA
GABPA	GLRX	NA	NA	NA	NA
GABPA	GAMT	NA	NA	NA	NA
GABPA	DHRS7	NA	NA	NA	NA
GABPA	RRBP1	NA	NA	NA	NA
GABPA	UBA1	NA	NA	NA	NA
GABPA	AIFM1	NA	NA	NA	NA
GABPA	SERPINA1	NA	NA	NA	NA
GABPA	AHNAK	NA	NA	NA	NA
GABPA	EEF1G	NA	NA	NA	NA
GABPA	PGD	NA	NA	NA	NA
GABPA	LMO7	NA	NA	NA	NA
GABPA	HIBADH	NA	NA	NA	NA
GABPA	PSMA2	NA	NA	NA	NA
GABPA	NAMPT	NA	NA	NA	NA
GABPA	AKR1B1	NA	NA	NA	NA
GABPA	NAPA	NA	NA	NA	NA
GABPA	GBE1	NA	NA	NA	NA
GABPA	HNRNPM	NA	NA	NA	NA
GABPA	DHRS4	NA	NA	NA	NA
GABPA	PYGL	NA	NA	NA	NA
GABPA	LGALS3	NA	NA	NA	NA
GABPA	F2	NA	NA	NA	NA
GABPA	CSDE1	NA	NA	NA	NA
GABPA	HADHB	NA	NA	NA	NA
GABPA	HADHA	NA	NA	NA	NA
GABPA	KRT19	NA	NA	NA	NA
GABPA	MSN	NA	NA	NA	NA
GABPA	RPS8	NA	NA	NA	NA
GABPA	LRPPRC	NA	NA	NA	NA
GABPA	KRT10	NA	NA	NA	NA
GABPA	QDPR	NA	NA	NA	NA
GABPA	DSP	NA	NA	NA	NA
GABPA	SPTBN1	NA	NA	NA	NA
GABPA	PSMD1	NA	NA	NA	NA
GABPA	GSS	NA	NA	NA	NA
GABPA	C4A	NA	NA	NA	NA
GABPA	ALDH4A1	NA	NA	NA	NA
GABPA	FMO5	NA	NA	NA	NA
GABPA	RAD23B	NA	NA	NA	NA
GABPA	PTGR1	NA	NA	NA	NA
GABPA	AK1	NA	NA	NA	NA
GABPA	HSD17B12	NA	NA	NA	NA
GABPA	HAGH	NA	NA	NA	NA
GABPA	UQCRC2	NA	NA	NA	NA
GABPA	IVD	NA	NA	NA	NA
GABPA	SHMT1	NA	NA	NA	NA
GABPA	VTN	NA	NA	NA	NA
GABPA	JUP	NA	NA	NA	NA
GABPA	PHB	NA	NA	NA	NA
GABPA	PGLS	NA	NA	NA	NA
GABPA	TIMM50	NA	NA	NA	NA
GABPA	BLVRB	NA	NA	NA	NA
GABPA	HADH	NA	NA	NA	NA
GABPA	ANXA5	NA	NA	NA	NA
GABPA	RPL17	NA	NA	NA	NA
GABPA	CYB5A	NA	NA	NA	NA
GABPA	PNP	NA	NA	NA	NA
GABPA	PITRM1	NA	NA	NA	NA
GABPA	AKR1C3	NA	NA	NA	NA
GABPA	GOT1	NA	NA	NA	NA
GABPA	PRDX3	NA	NA	NA	NA
GABPA	UCHL3	NA	NA	NA	NA
GABPA	CYB5R3	NA	NA	NA	NA
GABPA	YWHAG	NA	NA	NA	NA
GABPA	DLD	NA	NA	NA	NA
GABPA	RPL14	NA	NA	NA	NA
GABPA	MAP4	NA	NA	NA	NA
GABPA	LCP1	NA	NA	NA	NA
GABPA	PAICS	NA	NA	NA	NA
GABPA	ANXA6	NA	NA	NA	NA
GABPA	DPP4	NA	NA	NA	NA
GABPA	B2M	NA	NA	NA	NA
GABPA	DLAT	NA	NA	NA	NA
GABPA	ANXA1	NA	NA	NA	NA
GABPA	TUBB4A	NA	NA	NA	NA
GABPA	RPL10A	NA	NA	NA	NA
GABPA	ALDOB	NA	NA	NA	NA
GABPA	FUBP1	NA	NA	NA	NA
GABPA	UQCRC1	NA	NA	NA	NA
E2F1	DHRS7	NA	NA	NA	NA
HDAC1	HSPH1	NA	NA	NA	NA
HDAC1	FKBP1A	NA	NA	NA	NA
HDAC1	CHMP4B	NA	NA	NA	NA
HDAC1	TLN1	NA	NA	NA	NA
HDAC1	RPL7A	NA	NA	NA	NA
HDAC1	TUBB4B	NA	NA	NA	NA
HDAC1	GANAB	NA	NA	NA	NA
HDAC1	STIP1	NA	NA	NA	NA
HDAC1	CFL1	NA	NA	NA	NA
HDAC1	ST13	NA	NA	NA	NA
HDAC1	PPIB	NA	NA	NA	NA
HDAC1	RPS15	NA	NA	NA	NA
HDAC1	LONP1	NA	NA	NA	NA
HDAC1	PRDX2	NA	NA	NA	NA
HDAC1	RPS19	NA	NA	NA	NA
HDAC1	RPL28	NA	NA	NA	NA
HDAC1	PHB2	NA	NA	NA	NA
HDAC1	EIF4B	NA	NA	NA	NA
HDAC1	ESYT1	NA	NA	NA	NA
HDAC1	SYNCRIP	NA	NA	NA	NA
HDAC1	SOD2	NA	NA	NA	NA
HDAC1	PSMB1	NA	NA	NA	NA
HDAC1	EIF2S1	NA	NA	NA	NA
HDAC1	HMGCL	NA	NA	NA	NA
HDAC1	ECHDC2	NA	NA	NA	NA
HDAC1	PGM1	NA	NA	NA	NA
HDAC1	RPS27	NA	NA	NA	NA
HDAC1	ALDH9A1	NA	NA	NA	NA
HDAC1	YWHAE	NA	NA	NA	NA
HDAC1	POLDIP2	NA	NA	NA	NA
HDAC1	PIPOX	NA	NA	NA	NA
HDAC1	RPL27	NA	NA	NA	NA
HDAC1	LRRC59	NA	NA	NA	NA
HDAC1	NME2	NA	NA	NA	NA
HDAC1	CLTC	NA	NA	NA	NA
HDAC1	ARHGDIA	NA	NA	NA	NA
HDAC1	VIM	NA	NA	NA	NA
HDAC1	CCT8	NA	NA	NA	NA
HDAC1	GART	NA	NA	NA	NA
HDAC1	RPS7	NA	NA	NA	NA
HDAC1	PCBP1	NA	NA	NA	NA
HDAC1	MAT2A	NA	NA	NA	NA
HDAC1	HSPD1	NA	NA	NA	NA
HDAC1	HSPE1	NA	NA	NA	NA
HDAC1	ATIC	NA	NA	NA	NA
HDAC1	RPL29	NA	NA	NA	NA
HDAC1	SEC61A1	NA	NA	NA	NA
HDAC1	TFRC	NA	NA	NA	NA
HDAC1	RPS20	NA	NA	NA	NA
HDAC1	PABPC1	NA	NA	NA	NA
HDAC1	PMPCB	NA	NA	NA	NA
HDAC1	SSBP1	NA	NA	NA	NA
HDAC1	PDIA4	NA	NA	NA	NA
HDAC1	CAST	NA	NA	NA	NA
HDAC1	LMNB1	NA	NA	NA	NA
HDAC1	HSPA4	NA	NA	NA	NA
HDAC1	LMAN2	NA	NA	NA	NA
HDAC1	LETM1	NA	NA	NA	NA
HDAC1	LAP3	NA	NA	NA	NA
HDAC1	SEC31A	NA	NA	NA	NA
HDAC1	STRAP	NA	NA	NA	NA
HDAC1	LDHB	NA	NA	NA	NA
HDAC1	TUBA1B	NA	NA	NA	NA
HDAC1	METTL7A	NA	NA	NA	NA
HDAC1	KRT80	NA	NA	NA	NA
HDAC1	KRT7	NA	NA	NA	NA
HDAC1	KRT8	NA	NA	NA	NA
HDAC1	KRT18	NA	NA	NA	NA
HDAC1	HNRNPA1	NA	NA	NA	NA
HDAC1	PA2G4	NA	NA	NA	NA
HDAC1	CS	NA	NA	NA	NA
HDAC1	PTGES3	NA	NA	NA	NA
HDAC1	SHMT2	NA	NA	NA	NA
HDAC1	CCT2	NA	NA	NA	NA
HDAC1	EEA1	NA	NA	NA	NA
HDAC1	SLC25A3	NA	NA	NA	NA
HDAC1	TXNRD1	NA	NA	NA	NA
HDAC1	CKAP4	NA	NA	NA	NA
HDAC1	CORO1C	NA	NA	NA	NA
HDAC1	ATP2A2	NA	NA	NA	NA
HDAC1	ARPC3	NA	NA	NA	NA
HDAC1	ERP29	NA	NA	NA	NA
HDAC1	RPL6	NA	NA	NA	NA
HDAC1	RPLP0	NA	NA	NA	NA
HDAC1	ACADS	NA	NA	NA	NA
HDAC1	PNP	NA	NA	NA	NA
HDAC1	PCK2	NA	NA	NA	NA
HDAC1	PSME2	NA	NA	NA	NA
HDAC1	PSMA6	NA	NA	NA	NA
HDAC1	SEC23A	NA	NA	NA	NA
HDAC1	PYGL	NA	NA	NA	NA
HDAC1	MTHFD1	NA	NA	NA	NA
HDAC1	ACTN1	NA	NA	NA	NA
HDAC1	ALDH6A1	NA	NA	NA	NA
HDAC1	DLST	NA	NA	NA	NA
HDAC1	TMED10	NA	NA	NA	NA
HDAC1	HSP90AA1	NA	NA	NA	NA
HDAC1	INF2	NA	NA	NA	NA
HDAC1	HNRNPA2B1	NA	NA	NA	NA
HDAC1	CCT6A	NA	NA	NA	NA
HDAC1	ASL	NA	NA	NA	NA
HDAC1	POR	NA	NA	NA	NA
HDAC1	YWHAG	NA	NA	NA	NA
HDAC1	ARPC1B	NA	NA	NA	NA
HDAC1	PSMC2	NA	NA	NA	NA
HDAC1	DLD	NA	NA	NA	NA
HDAC1	ZYX	NA	NA	NA	NA
HDAC1	CTSB	NA	NA	NA	NA
HDAC1	ATP6V1B2	NA	NA	NA	NA
HDAC1	DPYSL2	NA	NA	NA	NA
HDAC1	CLU	NA	NA	NA	NA
HDAC1	GSR	NA	NA	NA	NA
HDAC1	VDAC3	NA	NA	NA	NA
HDAC1	DECR1	NA	NA	NA	NA
HDAC1	YWHAZ	NA	NA	NA	NA
HDAC1	NDRG1	NA	NA	NA	NA
HDAC1	NAPRT	NA	NA	NA	NA
HDAC1	EEF1D	NA	NA	NA	NA
HDAC1	PLEC	NA	NA	NA	NA
HDAC1	RPL8	NA	NA	NA	NA
HDAC1	RPL15	NA	NA	NA	NA
HDAC1	PDCD6IP	NA	NA	NA	NA
HDAC1	ACAA1	NA	NA	NA	NA
HDAC1	RPSA	NA	NA	NA	NA
HDAC1	RPL14	NA	NA	NA	NA
HDAC1	ACY1	NA	NA	NA	NA
HDAC1	TKT	NA	NA	NA	NA
HDAC1	RPL24	NA	NA	NA	NA
HDAC1	ATP6V1A	NA	NA	NA	NA
HDAC1	PDIA5	NA	NA	NA	NA
HDAC1	RPN1	NA	NA	NA	NA
HDAC1	EHHADH	NA	NA	NA	NA
HDAC1	PFN1	NA	NA	NA	NA
HDAC1	ENO3	NA	NA	NA	NA
HDAC1	EIF4A1	NA	NA	NA	NA
HDAC1	RPL26	NA	NA	NA	NA
HDAC1	ALDOC	NA	NA	NA	NA
HDAC1	RPL23A	NA	NA	NA	NA
HDAC1	RPL23	NA	NA	NA	NA
HDAC1	LASP1	NA	NA	NA	NA
HDAC1	PSMD3	NA	NA	NA	NA
HDAC1	JUP	NA	NA	NA	NA
HDAC1	ACLY	NA	NA	NA	NA
HDAC1	RAB5C	NA	NA	NA	NA
HDAC1	KPNB1	NA	NA	NA	NA
HDAC1	PHB	NA	NA	NA	NA
HDAC1	PSMC5	NA	NA	NA	NA
HDAC1	PRKAR1A	NA	NA	NA	NA
HDAC1	SLC9A3R1	NA	NA	NA	NA
HDAC1	GALK1	NA	NA	NA	NA
HDAC1	P4HB	NA	NA	NA	NA
HDAC1	CCT5	NA	NA	NA	NA
HDAC1	NNT	NA	NA	NA	NA
HDAC1	GLRX	NA	NA	NA	NA
HDAC1	TMED7-TICAM2	NA	NA	NA	NA
HDAC1	TMED7	NA	NA	NA	NA
HDAC1	HSD17B4	NA	NA	NA	NA
HDAC1	SNX2	NA	NA	NA	NA
HDAC1	CTNNA1	NA	NA	NA	NA
HDAC1	MATR3	NA	NA	NA	NA
HDAC1	ANXA6	NA	NA	NA	NA
HDAC1	ERGIC1	NA	NA	NA	NA
HDAC1	HNRNPAB	NA	NA	NA	NA
HDAC1	SQSTM1	NA	NA	NA	NA
HDAC1	EIF2S3	NA	NA	NA	NA
HDAC1	UBA1	NA	NA	NA	NA
HDAC1	HSD17B10	NA	NA	NA	NA
HDAC1	MSN	NA	NA	NA	NA
HDAC1	NONO	NA	NA	NA	NA
HDAC1	PGK1	NA	NA	NA	NA
HDAC1	WDR1	NA	NA	NA	NA
HDAC1	RPL9	NA	NA	NA	NA
HDAC1	UGDH	NA	NA	NA	NA
HDAC1	TMEM33	NA	NA	NA	NA
HDAC1	HNRNPD	NA	NA	NA	NA
HDAC1	PDLIM5	NA	NA	NA	NA
HDAC1	ADH5	NA	NA	NA	NA
HDAC1	MTTP	NA	NA	NA	NA
HDAC1	AIMP1	NA	NA	NA	NA
HDAC1	RPL34	NA	NA	NA	NA
HDAC1	RPS3A	NA	NA	NA	NA
HDAC1	ETFDH	NA	NA	NA	NA
HDAC1	ACSL1	NA	NA	NA	NA
HDAC1	NSFL1C	NA	NA	NA	NA
HDAC1	RRBP1	NA	NA	NA	NA
HDAC1	EIF6	NA	NA	NA	NA
HDAC1	YWHAB	NA	NA	NA	NA
HDAC1	CTSZ	NA	NA	NA	NA
HDAC1	PSMA7	NA	NA	NA	NA
HDAC1	DECR2	NA	NA	NA	NA
HDAC1	TUFM	NA	NA	NA	NA
HDAC1	QPRT	NA	NA	NA	NA
HDAC1	MVP	NA	NA	NA	NA
HDAC1	ALDOA	NA	NA	NA	NA
HDAC1	CES2	NA	NA	NA	NA
HDAC1	RPL13	NA	NA	NA	NA
HDAC1	GNB1	NA	NA	NA	NA
HDAC1	RPL22	NA	NA	NA	NA
